Solution,time
823194567654827931971536428136942875789651342542783619268475193497318256315269784,0.014986276626586914
135984672946257831728613549694832157357196284812745396269378415581429763473561928,0.0030024051666259766
218745936496832517753196824531984762827613459649257381962378145185429673374561298,0.002997875213623047
749123865612589374358746129435817296276394581981265743193472658867951432524638917,0.0010001659393310547
846521379523749816197863425715632948689154237234978651351296784468317592972485163,0.011016845703125
496157832218396745753284196531672984649831257827549613962415378185763429374928561,0.001982450485229492
496832751218745693753196482962378514374561829185429367531984276649257138827613945,0.0019800662994384766
512947863789316452634582179856294731927138546341765928268479315493651287175823694,0.005977153778076172
568247913342195687197863254685312479734958162219674538473526891851439726926781345,0.003998279571533203
157823946396754128284169573415387692928516734763492815672948351831275469549631287,0.001997232437133789
728613549946257831135984672694832157812745396357196284473561928269378415581429763,0.03198122978210449
984276531257138649613945827378514962561829374429367185196482753745693218832751496,0.2728605270385742
619842735378591624452367198126759843987423561543618279295136487731284956864975312,0.01897287368774414
378451962561982374429736185832175496745369218196248753984627531613594827257813649,0.02698516845703125
196735284745281396832469157984513672257694831613872549378926415429158763561347928,0.007996559143066406
586319247324786195179452863658974312291835674743261958437198526815627439962543781,0.00998997688293457
723685194614293758598741326459827631186354279372916485861572943235469817947138562,0.039002180099487305
257831649984672531613549827378415962429763185561928374832157496745396218196284753,0.04895186424255371
342875961579361428816429537764132895285694713931758246458213679693547182127986354,0.12092804908752441
700000819518009000000800300080000030428000600000000245056032007300000120190700000,0.1599102020263672
156928374942763185837415962283157496574396218619284753361549827498672531725831649,0.12095189094543457
534197286982653417761284539275816394643579821819342765398465172427931658156728943,2.5620386600494385
863957124215483967479612358794328615356194872182576439648735291531249786927861543,0.8122434616088867
687195342913247568254863197479312685162958734538674219891526473726439851345781926,0.007996082305908203
984672513613549872257831694561928347429763158378415926832157469745396281196284735,0.38358640670776367
913724568254386197687519342891652473726943851345178926538467219162895734479231685,0.21193170547485352
427913658915687432683254917598162374132479865764538129256891743871345296349726581,0.10693478584289551
496157832218396745753284196531672984827549613649831257185763429962415378374928561,0.01600956916809082
871692345349185726256347891132568479598473162764921538427856913915234687683719254,1.0090467929840088
671485392983216457245397681139854726468732915527169843814623579796541238352978164,0.5782275199890137
217654983586391247493287516174539862632178495958426731741962358329815674865743129,1.353994607925415
984351627257469813613287594378692451429815736561734982196573248832946175745128369,0.2770504951477051
962748513451693872387512694514826937796431258238957461675384129823169745149275386,0.09897828102111816
762489531381752649459316827517238496936547218824691753673924185145873962298165374,0.47139739990234375
783419652294765831165832479852194367936257184417683925678541293549328716321976548,6.798205375671387
962451783587632149413897562394725816851964237276183954128376495645219378739548621,0.1892404556274414
459613728381257946762984135298561473673429581145378269517832694936745812824196357,0.7975742816925049
179254683324687915586913427962345871815726349437891256658479132743162598291538764,0.8861169815063477
496832571753196842218745963531984726649257318827613495962378154185429637374561289,7.108652591705322
435178629981652374276943158867519243193724865524386791749231586612895437358467912,0.6246187686920166
193584672526713984478926513961357428234698751857241396385169247749832165612475839,0.04197382926940918
986254173734618295512379846169782354475931682823465719298146537657893421341527968,3.077454090118408
273951468918436275546287913324518697897624351165379824689745132452193786731862549,0.835773229598999
947513826328964715156278439264891357873645192591732684482356971715489263639127548,1.5462532043457031
142379586368125479759846123635781942217694358894253761521438697473962815986517234,1.9169056415557861
453298716762135849189467523834512697275649381691873452926784135347951268518326974,0.3898026943206787
572468913318795264469312875983124657154687392627539481791843526245976138836251749,0.2558567523956299
945216783238795164167348295891623547523874619674159832356987421719462358482531976,2.498488426208496
148629357297435168653817942965743281382961475471258693519384726736592814824176539,0.4917576313018799
475138269213976584869542317798354126346291875152867943527619438631485792984723651,1.1541259288787842
